Sex,Marital status,Age,Education,Income,Occupation,Settlement size,component 1,component 2,component 3,K-means PCA
0,1,22,1,62263,0,0,-2.1569483973517354,-0.46245146707543355,0.10895060338278015,0
0,0,40,1,92567,0,0,-0.8553391537893305,-0.9089294218009838,1.797601193664147,0
0,0,25,0,146349,1,0,-0.023222351225107227,-2.176670847995894,-0.29574364502434064,1
1,1,26,1,141825,1,1,-0.23909177037357057,0.7611687430158293,-1.6006008168911285,2
0,1,25,1,68582,0,0,-1.986455021436164,-0.36183123979472076,0.23754803122140267,0
0,0,29,0,85476,0,0,-1.5206844609024925,-2.292254368312802,0.7965399397179829,0
0,0,31,0,111091,1,2,0.8027007100732348,-2.30361106269159,-0.5582816911468754,1
0,0,38,1,67110,0,0,-1.2614786184805746,-1.0455334369383682,1.8042436011570244,0
1,1,48,2,126154,0,0,-0.9238622437749362,2.4258785720432554,1.0551988752693147,2
0,0,32,0,92257,1,2,0.5712398819826351,-2.3385999850371664,-0.4243637002563931,1
1,1,27,1,93605,0,0,-2.2180215198084245,0.6927709524704238,-0.35541170271087835,2
0,1,28,1,165190,2,0,0.9685452009875324,0.08018574114860691,-1.2654451682873942,1
0,1,32,1,107195,1,0,-0.48929460523051227,-0.02597928265207857,-0.18567562400970614,2
0,0,34,1,145059,2,0,1.241809317283219,-0.8511080614946644,0.018211382651214716,1
0,0,28,0,148363,1,0,0.08800277716007417,-2.090139094482498,-0.14842733455880489,1
1,1,36,1,105681,1,2,0.11379625513649785,0.8236352065970544,-1.2871918563159246,2
0,0,39,1,93732,0,0,-0.8671328357137043,-0.9317637847038893,1.7405110627353204,0
0,0,49,1,154778,1,2,2.1667024515704827,-0.6139941729416213,0.6478254116037491,1
1,1,34,1,149356,1,2,0.6594181117625414,0.9132714628840889,-1.5811473103245008,2
0,0,31,0,145670,1,1,0.7065927735732186,-2.104729888429965,-0.34464066213007793,1
0,0,28,0,101589,1,2,0.5883860027083647,-2.414647924583538,-0.6730388859073414,1
0,0,75,2,213333,2,1,4.15662497476985,1.4461325869422232,1.9499772111877567,3
1,1,30,1,122420,1,0,-0.9670835253291596,0.8899704397139035,-0.9441300036038883,2
1,1,24,1,209856,2,1,1.4125818919024673,0.9534712653532516,-2.619959600487565,1
1,1,24,1,181003,0,0,-1.0982843838063279,0.8988474722400243,-0.8915068130457652,2
0,0,23,0,117804,1,1,0.10029231872060163,-2.409099097230777,-0.6396705668511922,1
0,1,44,2,160650,2,1,2.185093517681793,1.4729633849881236,-0.31768425615272633,3
1,1,23,1,84611,0,0,-2.4531750284071845,0.5567496400413944,-0.5244022790654711,2
1,1,24,1,98479,1,2,-0.31934698003234546,0.4803029792095056,-1.8801704374959267,2
0,0,28,0,122359,1,2,0.8743329251720582,-2.346676356605103,-0.7633504288018792,1
0,1,31,1,81394,0,0,-1.6430727585550122,-0.16002135563154998,0.49398630488306533,0
1,1,24,1,150372,1,1,-0.17708779975160158,0.7358456714286957,-1.7418136672020965,2
1,1,26,1,92385,0,0,-2.262650223883781,0.6621314769229074,-0.40213144221922,2
0,1,25,1,149851,1,2,1.047470551384316,-0.24434939513184387,-1.4633158120696375,1
0,0,33,1,167939,2,1,2.101140233061132,-0.8885967595750337,-0.49729580019788144,1
0,0,37,1,115426,0,0,-0.6241301077672201,-0.9140621955200798,1.5421327885228364,0
1,1,43,2,85402,0,0,-1.6240704130304813,2.1592796163765096,0.9722730513136211,2
0,0,23,0,95815,1,2,0.36973062372412796,-2.5667784399638274,-0.908055087685141,1
1,1,23,1,97518,0,0,-2.2754804242550954,0.5989888806719992,-0.5805241415661837,2
0,0,34,1,87355,0,0,-1.0940898995436612,-1.0858676681867783,1.5081168089770396,0
0,0,32,0,145933,1,1,0.7380461668735266,-2.0772222756920473,-0.29375972153603225,1
1,1,23,1,97307,1,0,-1.5076499977175495,0.621257577607018,-1.1991059172642935,2
1,1,29,1,108434,1,2,-0.04313049932347209,0.6461161679512699,-1.6633339449546252,2
0,0,38,1,151312,2,1,2.0113942153140645,-0.8097753965435613,-0.16487618617258332,1
0,0,28,0,141847,1,1,0.5704625906508768,-2.1971817462511605,-0.48409112853705716,1
0,0,46,1,130675,1,2,1.75137132557815,-0.7728140326213948,0.5965558835646673,1
0,0,23,0,69309,0,0,-1.9102560316731816,-2.5050437715211173,0.5546897848050528,0
0,0,49,1,121466,1,2,1.7080859912377644,-0.7230104884205636,0.7926717340352775,1
0,0,26,0,153586,2,2,2.0193146984565806,-2.274818012788544,-1.6226790715850958,1
0,1,28,1,92849,1,0,-0.7981307295743704,-0.17951546421064998,-0.3313947811263806,2
1,1,23,1,108539,1,2,-0.20868048500368339,0.4865782502578847,-1.9759375628420337,2
0,0,61,2,129556,1,2,2.415017428046674,0.6902306925928762,1.8414136736130233,3
0,0,37,1,170146,2,0,1.6706874712824977,-0.6890679792395044,0.0652023089470021,1
1,1,36,1,135383,1,1,-0.049454827288190256,1.0065559890902234,-1.052344790000299,2
0,1,21,1,96769,1,2,0.20534410501091374,-0.524652387341001,-1.4406041590966239,1
0,0,25,0,43684,0,0,-2.2073780351230257,-2.5356098880868827,0.7701607251281976,0
0,0,36,1,103521,1,0,-0.04512713667165229,-0.9567100180905037,0.9223740321164523,0
0,0,27,0,118499,1,1,0.2211909640778501,-2.300236958737859,-0.4345945068913143,1
1,1,22,1,119684,1,2,-0.08307646417467915,0.49640427485737604,-2.0764224553542734,2
0,0,42,1,126586,1,1,1.0115788753186785,-0.8070648259737818,0.7702340070912201,1
1,1,40,2,136812,1,2,0.9152794268789846,2.0991046083271683,-0.7548322390872297,3
0,0,36,1,118277,1,1,0.7301907863351681,-0.9941382647538571,0.4942159126469814,1
0,0,33,1,144597,1,1,1.0090484745646373,-0.9879446255324927,0.22369848247158353,1
1,1,23,1,106043,1,0,-1.387378822241246,0.6498468707153285,-1.2370915522535415,2
0,0,63,2,272314,2,2,5.206810850934278,1.2336712860462071,0.705227043208606,3
1,1,60,2,309364,2,2,4.618242589592939,3.2196931840500005,-1.0841271417327252,3
1,1,37,1,170386,1,1,0.46027473772077027,1.1477531671420957,-1.1525193621725627,2
0,1,34,1,112458,1,0,-0.3611720953891395,0.04453817284368231,-0.10451103596997421,2
0,0,36,1,96840,1,1,0.4350610715131075,-1.064292646205649,0.5874276866012524,1
0,0,57,2,281923,2,1,4.599937758759966,1.1909545008686953,0.7152948798594461,3
1,1,52,2,95551,0,0,-1.2338527067117984,2.432315379068236,1.3963640382389781,2
0,0,39,1,112347,1,2,1.304216016835218,-1.019322412844136,0.3120776194690457,1
1,1,38,1,260977,2,2,3.0782041466735857,1.4081074572152201,-2.477895873567319,3
1,1,25,1,99354,1,0,-1.4238031403866842,0.681250403222247,-1.1039576064537944,2
0,0,26,0,111509,1,2,0.6692924829375869,-2.4354777384511537,-0.8202217770654059,1
0,0,26,0,105252,0,0,-1.3319200158411704,-2.3074765182513257,0.5544769504044943,0
1,1,25,1,108522,1,0,-1.2975844892000141,0.7112534525831662,-1.1438216519644888,2
1,1,21,1,94655,1,1,-1.0276585023817388,0.4735663437628726,-1.6556200697203347,2
0,0,40,1,201699,2,1,2.7607525907910517,-0.5915858643285462,-0.2799185341739265,1
0,0,27,0,139868,1,2,1.0875520742898899,-2.316023607950977,-0.8915070911254255,1
1,1,27,1,102543,1,1,-0.7520664487548593,0.659262024713438,-1.3777713946521866,2
0,1,30,1,134467,2,2,1.745572621477741,-0.13850099814847042,-1.755800216562317,1
1,1,19,1,111187,0,0,-2.1986255022426526,0.5371341375783223,-0.8480573513641524,2
0,0,39,1,152302,2,1,2.052856439265846,-0.7798886152972023,-0.11715636698847172,1
1,1,31,1,110610,1,2,0.042492340337572244,0.7065311568919307,-1.568746548397058,2
0,0,31,0,137827,2,2,1.9415187013497865,-2.1931560469161817,-1.2940336712927036,1
0,0,32,0,220923,1,2,2.3426239323299436,-1.9175297026340208,-0.9838256635721664,1
1,1,55,2,165717,2,2,2.5014475841842048,2.6163617061328415,-0.7196477559564266,3
0,1,46,2,122299,1,0,0.3698658922735943,1.4635096482976728,0.9366172535544092,3
0,1,46,2,120499,1,0,0.3450847434803999,1.4576189972451363,0.9444439640604355,3
1,1,43,2,126449,0,0,-1.0589638494114524,2.293609368461768,0.7937936145686959,2
0,1,39,1,108315,1,2,0.865288065293814,-0.007222516408547677,-0.5543669794966082,1
0,1,28,1,112515,1,1,0.0447846604183304,-0.20087532383625112,-0.7809024275872901,2
0,0,27,0,164559,1,1,0.8553130270859254,-2.1495017434712858,-0.6348713323955231,1
0,0,27,0,59238,0,0,-1.937576190709006,-2.4314142714902034,0.8065782699359753,0
0,0,43,1,131133,1,0,0.5298438306246227,-0.6798189687723466,1.1664838626909906,0
0,1,22,1,109188,1,0,-0.7401822877497382,-0.2859262545779921,-0.7145866314331405,2
0,0,43,1,115393,1,1,0.8853140238551889,-0.8170479346013408,0.8709276118836204,1
0,1,27,1,94711,1,2,0.3440065442505092,-0.3715058260396178,-1.1195085603101764,1
0,1,26,1,171860,2,0,1.0047079403401535,0.048720029547245004,-1.3984964988095778,1
0,1,28,1,139414,1,2,0.9872789666450175,-0.19856458398240975,-1.2618604057649156,1
1,1,20,1,110931,1,1,-0.8314144401872454,0.5001839964460111,-1.778415435347253,2
0,0,35,1,187549,2,2,2.9989498382113164,-0.8568460375651193,-0.8425109290737511,1
0,0,42,1,145508,2,0,1.4706515741008295,-0.6364632859757374,0.432455132896621,1
0,0,40,1,104240,0,0,-0.6946334038654646,-0.8707285497252846,1.746844976032566,0
1,1,35,1,108272,1,1,-0.45053282214387835,0.8911860433198054,-0.9864859952244576,2
0,0,35,1,144004,1,2,1.6287172191209842,-1.0223099164194647,-0.03367051731914658,1
0,0,33,1,81083,0,0,-1.2082710278985833,-1.1330402376884137,1.483364036955612,0
1,1,23,1,166763,1,1,0.0207395025046794,0.7628396712624129,-1.8651090726668995,2
1,1,31,1,175530,2,1,1.1348335292249216,1.0276650119536275,-2.1065326614006583,2
1,1,33,1,112422,1,1,-0.4490636911017294,0.8514734202448925,-1.108579931038204,2
1,1,20,1,154134,1,2,0.33554200488624286,0.5558509445001608,-2.330266018019464,2
0,0,30,0,112401,1,1,0.22073571523503524,-2.240252405967894,-0.25200582107861963,1
0,0,47,1,85690,0,0,-0.7551887646755461,-0.7449065192333442,2.191675145706655,0
0,0,34,1,145896,2,2,2.3976676957163874,-1.019805898672196,-0.7134210097542233,1
1,1,25,1,122552,1,2,0.03990594258238448,0.5857308150368091,-1.9328194842065969,2
0,1,21,1,115494,1,2,0.4631368889845614,-0.4633732534750309,-1.522023689221815,1
0,0,29,0,109467,1,0,-0.41965772153556274,-2.1907825953925117,0.072723693093845,0
0,0,46,1,148226,1,2,1.993001293616681,-0.7153769122752458,0.5202411079584065,1
0,0,20,0,88559,1,1,-0.3858302889909563,-2.5847465834172967,-0.6685817918780588,1
1,1,55,2,62393,0,0,-1.6068512257456364,2.4037438110150693,1.6966142719922697,2
0,0,74,2,122133,0,0,0.7595759492737009,1.1608260811212578,3.897500999733368,3
0,0,29,0,230883,2,2,3.166983840507349,-1.9419163241706443,-1.8027062316891072,1
0,0,36,1,136689,2,2,2.326577303870247,-0.9966427324709927,-0.5693383655910459,1
0,1,33,1,109145,1,0,-0.434615768589027,0.007049179155633223,-0.14213005042880847,2
0,0,25,0,100449,1,2,0.4891934987927677,-2.498319439752536,-0.8241554991408032,1
0,1,25,1,106253,1,0,-0.6970915512409563,-0.2155905188751531,-0.5457512152485356,2
0,1,23,1,84747,0,0,-1.819571722199442,-0.36222376709395254,0.06321080277992994,0
1,1,37,1,149465,1,1,0.17224895221942554,1.0792874389920313,-1.0615512452300193,2
0,0,65,2,84435,0,0,-0.009917239324822844,0.7976339040704601,3.5931978171027446,0
1,1,26,1,51681,0,0,-2.823034601927218,0.5289242211215486,-0.2251434286429431,2
0,0,39,1,139198,2,1,1.8724496760513902,-0.8227725549596682,-0.06017791450459954,1
1,1,30,1,106577,1,1,-0.6130313645017597,0.7524043977413476,-1.2392383926434136,2
0,0,29,0,117372,1,2,0.8335079678255491,-2.3363498094370834,-0.6896415825652567,1
0,0,41,1,69609,0,0,-1.1435763472261158,-0.9574144802247049,1.9494510479584364,0
1,1,30,1,178947,2,2,1.7262113900239777,0.9264820130757482,-2.5374113628170925,1
1,1,41,2,81743,0,0,-1.7301101658361409,2.094011385485342,0.884133994578519,2
1,1,34,1,111900,1,1,-0.4284176321362312,0.8764120546071208,-1.0542856750290304,2
0,0,35,1,121650,1,0,0.17662774147494636,-0.9240282674071707,0.7915215028408302,0
1,1,55,2,172639,2,2,2.5967448685989223,2.6390145320137623,-0.7497458060246014,3
0,1,61,2,175740,1,1,2.095260886493688,1.952385158017041,1.120617730229314,3
0,0,30,0,220050,2,2,3.0456752188024985,-1.950721302587696,-1.7035779689979123,1
1,1,29,1,95200,1,1,-0.7974945842951582,0.6885252873379349,-1.2417937440352498,2
0,0,34,1,113609,1,1,0.6102598229004347,-1.0627085328183632,0.4104641619677575,1
0,0,35,1,143552,2,2,2.393229725181219,-1.000829912208702,-0.6512043834439494,1
0,0,31,0,130973,1,2,1.0764222657989526,-2.2385455492324065,-0.6447320568584403,1
1,1,29,1,145946,2,2,1.2440439693950034,0.7918365480278635,-2.4459418319965316,1
0,0,36,1,126206,1,1,0.8393517467691896,-0.9681899468674339,0.45973925286793516,1
0,0,35,1,120426,1,0,0.15977656029557424,-0.9280339101228956,0.7968436659849282,0
1,1,27,1,91925,1,2,-0.32608011990276947,0.5387952337128282,-1.6955989850217055,2
0,0,32,0,129630,1,2,1.085765367453777,-2.216293706266918,-0.5868679512240178,1
0,0,37,1,124268,1,2,1.4126708741395415,-1.0336037862916816,0.15619403513178184,1
0,0,36,1,105240,1,1,0.5507064325480149,-1.036802941293812,0.5509030375731292,1
1,1,34,1,162180,2,0,0.46237021323313704,1.1496352811081871,-1.528414542583616,2
0,0,38,1,106552,1,2,1.1966018929104925,-1.0649339598168495,0.28525076916352116,1
0,0,34,1,105843,1,2,1.0755105052848524,-1.1738419144846206,0.08023558361869018,1
0,0,63,2,138327,1,1,2.019268071302839,0.8579468674317277,2.271321358521078,3
1,1,29,1,76154,0,0,-2.4026095731273958,0.6889549368510102,-0.17548272443010007,2
0,0,32,0,155012,1,1,0.8630395279254224,-2.0475104862998363,-0.33323677969392873,1
1,1,26,1,114369,1,1,-0.6170868932990964,0.671316678961139,-1.481217392639206,2
0,0,35,1,102839,0,0,-0.853084358587124,-1.0085480556318283,1.4928142158976254,0
0,1,22,1,132796,1,0,-0.415163754022108,-0.2086670934400577,-0.8172382878921801,2
1,1,23,1,89742,1,2,-0.46746451492905866,0.42506349034981317,-1.8942049642966015,2
0,0,28,0,58615,0,0,-1.9183206295369037,-2.4068061681037007,0.8613116913679872,0
0,0,36,1,130603,2,2,2.2427894863394795,-1.0165596781964021,-0.54287538773567,1
0,1,33,1,110340,1,0,-0.41816383925132294,0.010959916937733826,-0.1473261165703094,2
1,1,26,1,117729,1,2,0.0013388232370330827,0.5965940659673932,-1.8598237382605234,2
0,0,24,0,130808,1,0,-0.2650126285600956,-2.2541769978341746,-0.2801932061122356,1
0,0,25,0,147402,1,2,1.1356097650632444,-2.3446618070471215,-1.0283152426905018,1
0,0,39,1,93567,0,0,-0.869404441019747,-0.9323037610503718,1.7412285111983727,0
0,0,44,1,109289,1,1,0.8291109869520141,-0.8103768636698119,0.9494933668064829,1
1,1,23,1,98742,0,0,-2.258629243075723,0.602994523387724,-0.5858463047102817,2
0,0,26,0,101270,1,0,-0.616006096025367,-2.2975487352713713,-0.047707866783490066,0
1,1,57,2,187835,1,1,1.518715117873603,2.8047978463845182,0.27172411064575885,3
1,1,30,1,140741,1,0,-0.7148527325290956,0.949927449676971,-1.023792872037727,2
0,0,44,1,133265,1,2,1.7313634609995305,-0.8176318866085062,0.4812450968561433,1
0,0,47,1,148100,2,2,2.7898345331849854,-0.6661831225397266,-0.04668575244006165,1
0,0,52,1,131021,1,2,1.923130365761545,-0.6118001795809573,0.9071984756530661,1
1,1,62,2,152620,1,2,1.7452300090443138,2.737069924588316,0.32097106915322154,3
0,0,35,1,85033,0,0,-1.0982249893713574,-1.0668196848770866,1.5702377754922396,0
0,0,26,0,114514,1,1,0.13849566199517,-2.3399251288188547,-0.46929154942789875,1
0,0,26,0,99307,1,1,-0.0708637433926676,-2.3896913124610344,-0.40316889016948576,1
1,1,42,2,219451,2,2,2.879396247378779,2.445800729209698,-1.6296110867628686,3
1,1,27,1,114007,1,0,-1.1664056376741474,0.7824974217087399,-1.0636223582205002,2
0,0,38,1,102846,1,0,0.0012451167619491187,-0.9056251659002772,1.0293580684810646,0
0,0,39,1,81483,0,0,-1.0357685532513925,-0.9718496651164004,1.79377182772883,0
0,1,20,1,107779,1,2,0.3290895396804284,-0.51526816157045,-1.5405020483209115,1
0,0,29,0,222360,2,2,3.0496451009715733,-1.9698085569044046,-1.7656467574430723,1
0,0,40,1,107125,1,0,0.11582059859637557,-0.8383279329799029,1.1148012582640907,0
0,1,32,1,80080,0,0,-1.6333304050585198,-0.1376746077324378,0.5517243135148908,0
0,1,28,1,129600,1,0,-0.29216850774176556,-0.05924473263744486,-0.4911944687969228,2
1,1,27,1,118613,1,1,-0.5308258592511734,0.7118524482769167,-1.4476465267809888,2
0,0,42,1,146237,1,1,1.2821201836159362,-0.7427552793996736,0.6847880692279287,1
0,1,49,2,144461,1,2,1.9028098237282653,1.4445404326755,0.2683336124023537,3
0,0,38,1,124487,1,0,0.29918336178057164,-0.834803177329198,0.9352592673361106,0
1,1,24,1,97826,1,0,-1.472672174366654,0.6496029718279632,-1.149338108831105,2
0,0,27,0,64105,0,0,-1.8705707178331854,-2.4154866055609285,0.7854157143621805,0
0,0,36,1,156374,1,2,1.826851372665295,-0.9551811301854026,-0.03543290122313511,1
0,0,34,1,205383,2,2,3.216643361416808,-0.8251296991376187,-0.9720807474608856,1
0,1,28,1,98964,1,2,0.43039148404239824,-0.33094060346857734,-1.0859768280044892,1
0,0,45,1,221842,2,2,3.749397945791572,-0.47815008558790595,-0.471377709106802,1
0,0,26,0,88027,1,2,0.34600862962548046,-2.5123245540154104,-0.7181179903417882,1
0,0,32,0,160513,2,2,2.2816763720888713,-2.092267284983249,-1.34065180274123,1
0,0,26,0,124536,1,2,0.8486391636758891,-2.39284578775038,-0.8768654202665203,1
0,1,20,1,93634,1,0,-1.0099841321637575,-0.3901218711746715,-0.7510041762409184,2
0,0,54,1,124725,1,0,0.7477814541916212,-0.4076735316772739,1.766616561679133,0
1,1,37,1,102456,1,0,-1.0471058552467838,1.0111650365456848,-0.49315151801006546,2
0,0,40,1,74975,0,0,-1.0975335813281508,-0.966500718087774,1.874094244343045,0
1,1,23,1,153861,1,1,-0.15688626512298418,0.7206167935513984,-1.8090089510287037,2
0,0,43,1,119351,1,2,1.511972588712613,-0.8898135424120772,0.489721059105301,1
0,0,36,1,95438,1,2,0.9879268821863526,-1.154599303817272,0.22952733844087844,1
0,0,44,1,147967,1,2,1.9337703774203887,-0.7695183578449553,0.41731826471192096,1
1,1,24,1,116863,1,1,-0.6384164191466862,0.6261846569178924,-1.5961107547874085,2
0,0,53,1,170622,1,1,1.923994426510066,-0.3698371657152917,1.151027492320476,1
1,1,23,1,132426,1,1,-0.4519884453352746,0.6504689572674428,-1.7158058734194395,2
1,1,26,1,77519,0,0,-2.467314978305797,0.6134812443967921,-0.3374915097844487,2
0,0,30,0,169405,1,2,1.5776947350278994,-2.1394205272603797,-0.8638655324695367,1
1,1,31,1,120030,1,0,-0.9721547918890432,0.9087958873171662,-0.8817133613584601,2
0,0,42,1,77933,0,0,-1.0011447092469519,-0.9035265685231779,1.9652813700029939,0
0,1,31,1,109892,1,1,0.09217079605126588,-0.1295185419509725,-0.6134236412237297,2
0,0,41,1,69062,0,0,-1.1511070629982698,-0.9592045836278924,1.9518294983177678,0
0,0,32,0,116348,1,0,-0.24142712027456062,-2.0883231759498404,0.19887744798558604,0
1,1,28,1,137188,1,1,-0.24726557889476722,0.7992876177226392,-1.4763893210682517,2
0,1,41,1,110199,1,0,-0.19744429231592625,0.22367386794499614,0.26948305545207224,2
0,1,26,1,109890,1,1,-0.04701969913612744,-0.262759702956128,-0.8735374946908541,2
0,0,25,0,109751,1,2,0.6172569688340425,-2.467877864146595,-0.8646021997669463,1
0,1,33,1,129651,1,1,0.41986415750716444,-0.011561709978784243,-0.5952901617925304,1
1,1,75,3,170113,2,1,2.808015761549556,4.316407842451101,1.1253488985581641,3
1,1,37,1,140285,1,1,0.045865093374133914,1.049245118624095,-1.0216350216492847,2
0,0,42,1,198029,2,2,3.338059338215921,-0.6360208959314374,-0.5239082071718548,1
1,1,45,2,120262,0,0,-1.0884769805045666,2.326655738095561,0.9247447777717624,2
0,1,23,1,105137,1,1,-0.1959534756016196,-0.358255063821134,-1.0089441606697196,2
0,0,60,2,127371,1,0,1.2127681305128555,0.8278701634813778,2.526882892590548,3
0,0,31,0,145689,1,0,0.1346867802438692,-2.018949214377041,0.019273208602426286,1
0,0,34,1,102617,0,1,-0.3118057202649761,-1.1216399873875853,1.0777585142208745,0
0,0,61,2,90709,0,0,-0.03487153693775362,0.7115784029026124,3.3578193429670344,0
0,0,43,1,107099,1,1,0.771127997138103,-0.8441907456178618,0.9069913546263886,1
1,1,37,1,116021,1,2,0.28398277976403946,0.8841206474774223,-1.2801274500381168,2
0,0,32,0,100426,1,2,0.6837049955890826,-2.311866247010405,-0.45988392143624285,1
1,1,24,1,62249,0,0,-2.7332069081324457,0.5102150416328463,-0.3751439355831771,2
0,0,35,1,172957,1,1,1.4551544253373498,-0.8418402992809343,0.20443333020148674,1
1,1,23,1,95003,1,1,-0.9672022960506719,0.5279990493012908,-1.5530842138266472,2
0,0,45,1,109698,0,0,-0.4803284932249219,-0.7196321708631073,1.9832352003214233,0
0,1,34,1,157376,1,0,0.25722770544014256,0.1915360972758128,-0.2998222484753596,2
0,0,27,0,123191,1,2,0.8579547307209434,-2.3706004899527278,-0.818992618287091,1
1,1,67,3,171052,2,0,2.026114951790309,4.192023908368944,1.0690663708881787,3
0,0,22,0,99328,1,0,-0.7540725705743452,-2.41049178591013,-0.24736175563169296,0
1,1,28,1,133799,1,2,0.27824459697176823,0.7024783358657997,-1.8256498504644734,2
1,1,29,1,138256,1,2,0.3674380669602193,0.7437111655561276,-1.793005145349469,2
0,0,27,0,115638,1,0,-0.39036486732061043,-2.2238813263689936,-0.0581578993491679,0
0,0,31,0,82238,0,0,-1.5095978098894232,-2.249557148704604,0.9146683422086761,0
0,0,49,1,127543,1,1,1.219582330902399,-0.6174045009919361,1.1302443757424996,1
0,0,24,0,63987,0,0,-1.955693036156202,-2.495813539965653,0.629855268830297,0
1,1,29,1,114784,1,0,-1.100043257547369,0.8383340657480125,-0.9629518683307491,2
0,0,37,1,217450,1,1,2.1233683058215105,-0.6429393766790583,0.1150191109348767,1
0,0,37,1,173751,2,2,2.864653749637645,-0.8487073041318021,-0.6784658249477031,1
1,1,23,1,122850,1,0,-1.1559917290372355,0.7048491886264291,-1.3101712875173113,2
0,1,36,1,104953,1,0,-0.408830534320826,0.07327127687345089,0.0321710185925049,2
0,0,34,1,152371,1,1,1.1439080948569917,-0.9358566349859073,0.24192029939298243,1
0,0,41,1,139905,1,0,0.594945444845741,-0.7044057089779131,1.0242926735667697,1
1,1,31,1,156700,1,1,0.10485985037003431,0.9430830446345266,-1.405157333066299,2
1,1,23,1,86488,0,0,-2.427333797137837,0.5628922800556228,-0.5325637988542553,2
0,0,38,1,147472,1,0,0.6156248645647795,-0.759582835972225,0.8353165223466569,1
1,1,26,1,169991,2,0,0.34724589476651885,0.9620220487525666,-1.978574197706677,2
1,1,22,1,62381,0,0,-2.787054808118661,0.45735317637510464,-0.47976691427847146,2
0,0,27,0,70926,0,0,-1.7766639312118635,-2.393164310655733,0.7557568297168438,0
1,1,24,1,113004,1,1,-0.6915444486983181,0.6135557555780378,-1.5793311570969886,2
1,1,27,1,125760,1,0,-1.0045985033594729,0.8209601004978853,-1.1147264296523491,2
1,1,33,1,111918,1,2,0.11616515935834273,0.7641055429917017,-1.4703849381065845,2
0,1,27,1,120674,1,1,0.1292795088604021,-0.2008212348161343,-0.8684036770045326,2
0,1,27,1,63597,0,0,-1.9994198520573783,-0.3248512242914011,0.3632726910754448,0
0,0,30,0,103069,1,1,0.09225922604720721,-2.2707921590913775,-0.21142867527737613,1
0,0,49,1,108079,0,0,-0.39128739137181323,-0.6183427915566165,2.198372931454049,0
1,1,26,1,101159,1,1,-0.7989529908313733,0.6280858454033572,-1.423778033869979,2
0,0,33,1,88211,0,0,-1.1101376786775332,-1.1097132595203694,1.4523702633517475,0
1,1,52,2,159052,2,1,1.7540231486562192,2.600327659774955,-0.48274423009882295,3
1,1,20,1,102623,1,2,-0.37362563705055624,0.3872768742961564,-2.1062873041995056,2
0,0,36,1,115589,1,0,0.12101669868183125,-0.9172164753671646,0.8699002863460487,0
0,0,21,0,59127,0,0,-2.106099914244401,-2.591659067309893,0.49491385730928966,0
0,1,47,2,82240,0,0,-0.9245413098717267,1.336100920149204,1.7823244459247685,0
0,0,60,2,129425,1,1,1.8132137468690337,0.748873555890625,2.153955260258604,3
1,1,58,2,87058,0,0,-1.183782874407873,2.5644028628568014,1.7454401270844697,3
1,1,42,2,128462,1,2,0.8559876153193818,2.1250723789461627,-0.6144759787594215,3
1,1,36,1,121403,0,0,-1.5848246495724703,1.0235645487322709,-0.008061612297110086,2
1,1,20,1,88141,0,0,-2.488074218509327,0.48836109176981046,-0.6958248578895684,2
0,0,40,1,134946,2,2,2.4139112599176022,-0.8957591535703432,-0.3536614610680055,1
1,1,32,1,94058,0,0,-2.0726219701178477,0.8274880488226315,-0.09725887504276395,2
1,1,23,1,99285,1,1,-0.9082506965326396,0.5420122536384916,-1.5717030884859833,2
0,0,36,1,108432,0,0,-0.7482512302491902,-0.9635975706105662,1.5205193970488262,0
0,0,31,0,111369,1,0,-0.3378071234130381,-2.131264294445404,0.16850248891732952,0
0,0,32,0,122612,1,2,0.9891464217700889,-2.2392607002039746,-0.5563524765955216,1
1,1,45,2,134350,1,0,-0.1237878614148613,2.3957191124751462,0.24398848344827975,3
1,1,30,1,108838,1,2,-0.009735916034363934,0.6740852150216364,-1.6130660966835515,2
1,1,34,1,90852,0,0,-2.0610947653484546,0.8702899911162082,0.020730385927822195,2
1,1,28,1,151580,2,2,1.2937763730021774,0.783627362654839,-2.52246394584282,1
1,1,23,1,115681,1,1,-0.6825219656364084,0.5956695395592629,-1.642995724850877,2
0,0,22,0,131699,1,1,0.2637564279836529,-2.390273466856577,-0.7521129337476388,1
0,0,74,2,192481,2,1,3.841716541190053,1.3512457439150418,1.9886207942651426,3
1,1,50,2,155122,1,2,1.4456847004805586,2.425494851541776,-0.3142021779992694,3
0,0,33,1,106015,1,2,1.0500458896095664,-1.1999259532181754,0.02746318798568806,1
0,0,45,1,108378,1,0,0.2722339921950389,-0.7009927694932345,1.3694755479295269,0
1,1,22,1,105257,1,1,-0.8538649438742991,0.5349092016297765,-1.649694884638404,2
1,1,48,2,118788,0,0,-1.025272211558642,2.4017727189027087,1.087227513928976,2
1,1,29,1,162955,1,2,0.7074767303175021,0.8245407157486826,-1.9004006580096613,2
1,1,22,1,119511,1,2,-0.08545820791980283,0.4958381178395489,-2.075670221511194,2
1,1,22,1,102000,1,0,-1.4708726280072622,0.609968890767084,-1.271536400784932,2
0,0,48,1,254449,2,1,3.7096386604046967,-0.20578167731033487,-0.09308855402612366,1
0,0,27,0,208446,2,2,2.8024216365691315,-2.0686371358754396,-1.8091953051563405,1
0,0,37,1,124805,1,0,0.2757287726185114,-0.8604094188107138,0.8818520385176197,0
